Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.5,0.2,50.0,1000,195553,6711,609,50107.480469,0.012154
2,1000,0.5,0.2,50.0,1000,162653,6615,648,51343.648438,0.012621
3,1000,0.5,0.2,50.0,1000,645629,8863,260,50933.449219,0.005105
4,1000,0.5,0.2,50.0,1000,716081,9107,214,50731.949219,0.004218
5,1000,0.5,0.2,50.0,1000,81118,6015,761,49456.515625,0.015387
6,1000,0.5,0.2,50.0,1000,541309,8519,324,51214.359375,0.006326
7,1000,0.5,0.2,50.0,1000,592597,8476,277,48793.351562,0.005677
8,1000,0.5,0.2,50.0,1000,450721,8051,398,50339.789062,0.007906
9,1000,0.5,0.2,50.0,1000,733245,8973,175,49906.765625,0.003507
10,1000,0.5,0.2,50.0,1000,360286,7820,450,49497.136719,0.009091
4,1000,0.5,0.2,50.0,1000,716081,9107,214,50731.949219,0.004218
5,1000,0.5,0.2,50.0,1000,81118,6015,761,49456.515625,0.015387
