Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.5,0.2,50.0,1000,57787,6571,576,49321.417969,0.011678
2,1000,0.5,0.2,50.0,1000,54672,6469,626,50550.687500,0.012384
3,1000,0.5,0.2,50.0,1000,105744,8819,207,50677.585938,0.004085
4,1000,0.5,0.2,50.0,1000,110170,8773,155,49041.156250,0.003161
5,1000,0.5,0.2,50.0,1000,40919,6133,755,50114.496094,0.015066
6,1000,0.5,0.2,50.0,1000,96883,8350,278,50167.953125,0.005541
7,1000,0.5,0.2,50.0,1000,103193,8683,239,49925.675781,0.004787
8,1000,0.5,0.2,50.0,1000,88936,8219,355,51173.582031,0.006937
9,1000,0.5,0.2,50.0,1000,117746,9208,115,51154.613281,0.002248
10,1000,0.5,0.2,50.0,1000,80546,7847,415,49600.542969,0.008367
