Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.6,0.2,50.0,1000,103469,8794,247,50682.574219,0.004873
2,1000,0.6,0.2,50.0,1000,114818,9101,135,50743.042969,0.002660
3,1000,0.6,0.2,50.0,1000,110639,8886,152,49730.925781,0.003056
4,1000,0.6,0.2,50.0,1000,112637,9054,171,50329.574219,0.003398
5,1000,0.6,0.2,50.0,1000,114906,9229,131,51279.503906,0.002555
6,1000,0.6,0.2,50.0,1000,110482,8923,144,50424.457031,0.002856
7,1000,0.6,0.2,50.0,1000,109766,9146,187,50621.289062,0.003694
8,1000,0.6,0.2,50.0,1000,104655,8768,111,49041.910156,0.002263
9,1000,0.6,0.2,50.0,1000,106331,8864,200,50113.285156,0.003991
10,1000,0.6,0.2,50.0,1000,107627,8866,141,49553.894531,0.002845
