Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.8,0.2,50.0,1000,411171,9061,94,50747.800781,0.001852
2,1000,0.8,0.2,50.0,1000,417135,8943,75,49725.007812,0.001508
3,1000,0.8,0.2,50.0,1000,409971,8949,83,49649.886719,0.001672
4,1000,0.8,0.2,50.0,1000,396647,8972,92,50134.019531,0.001835
5,1000,0.8,0.2,50.0,1000,418974,9072,91,51278.367188,0.001775
6,1000,0.8,0.2,50.0,1000,415388,9131,105,50883.906250,0.002064
7,1000,0.8,0.2,50.0,1000,407067,9144,94,51055.105469,0.001841
8,1000,0.8,0.2,50.0,1000,377769,9037,107,50686.964844,0.002111
9,1000,0.8,0.2,50.0,1000,396459,8902,82,49612.089844,0.001653
10,1000,0.8,0.2,50.0,1000,402330,9078,90,50535.289062,0.001781
