Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.6,0.2,50.0,1000,21489,8360,139,48774.519531,0.002850
2,1000,0.6,0.2,50.0,1000,23466,9040,157,50207.449219,0.003127
3,1000,0.6,0.2,50.0,1000,22797,8868,181,49373.238281,0.003666
4,1000,0.6,0.2,50.0,1000,21999,8520,169,49192.484375,0.003435
5,1000,0.6,0.2,50.0,1000,23411,9120,178,51902.937500,0.003429
6,1000,0.6,0.2,50.0,1000,21698,8455,148,48514.808594,0.003051
7,1000,0.6,0.2,50.0,1000,22538,8650,174,49804.890625,0.003494
8,1000,0.6,0.2,50.0,1000,21954,8470,194,50396.347656,0.003849
9,1000,0.6,0.2,50.0,1000,22607,8734,191,49203.148438,0.003882
10,1000,0.6,0.2,50.0,1000,22413,8834,143,49798.101562,0.002872
