Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.2,50.0,1000,39943,4182,795,49943.222656,0.015918
2,1000,0.2,0.2,50.0,1000,158303,8849,125,50413.589844,0.002479
3,1000,0.2,0.2,50.0,1000,3273,2575,999,50809.425781,0.019662
4,1000,0.2,0.2,50.0,1000,3125,2516,999,49464.929688,0.020196
5,1000,0.2,0.2,50.0,1000,160464,9075,119,51504.132812,0.002310
6,1000,0.2,0.2,50.0,1000,72602,5499,605,50294.785156,0.012029
7,1000,0.2,0.2,50.0,1000,71220,5500,633,52010.796875,0.012171
8,1000,0.2,0.2,50.0,1000,97338,6324,479,50818.445312,0.009426
9,1000,0.2,0.2,50.0,1000,159988,8942,92,49939.898438,0.001842
10,1000,0.2,0.2,50.0,1000,3265,2609,999,50153.898438,0.019919
Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.2,0.2,50.0,1000,39943,4182,795,49943.222656,0.015918
2,1000,0.2,0.2,50.0,1000,158303,8849,125,50413.589844,0.002479
3,1000,0.2,0.2,50.0,1000,3273,2575,999,50809.425781,0.019662
4,1000,0.2,0.2,50.0,1000,3125,2516,999,49464.929688,0.020196
5,1000,0.2,0.2,50.0,1000,160464,9075,119,51504.132812,0.002310
6,1000,0.2,0.2,50.0,1000,72602,5499,605,50294.785156,0.012029
7,1000,0.2,0.2,50.0,1000,71220,5500,633,52010.796875,0.012171
8,1000,0.2,0.2,50.0,1000,97338,6324,479,50818.445312,0.009426
9,1000,0.2,0.2,50.0,1000,159988,8942,92,49939.898438,0.001842
10,1000,0.2,0.2,50.0,1000,3265,2609,999,50153.898438,0.019919
