Run,Messages,Loss,Corruption,Time_bw_messages,Application_A,Transport_A,Transport_B,Application_B,Total_time,Throughput
1,1000,0.8,0.2,50.0,1000,325420,9218,152,51177.960938,0.002970
2,1000,0.8,0.2,50.0,1000,315717,8762,162,48979.355469,0.003308
3,1000,0.8,0.2,50.0,1000,329002,9082,155,50142.726562,0.003091
4,1000,0.8,0.2,50.0,1000,326925,9039,159,50557.816406,0.003145
5,1000,0.8,0.2,50.0,1000,288868,8367,232,48516.472656,0.004782
6,1000,0.8,0.2,50.0,1000,311089,8962,170,50066.742188,0.003395
7,1000,0.8,0.2,50.0,1000,316197,9000,209,51889.554688,0.004028
8,1000,0.8,0.2,50.0,1000,283633,8742,264,50175.710938,0.005262
9,1000,0.8,0.2,50.0,1000,317838,8949,159,49715.128906,0.003198
10,1000,0.8,0.2,50.0,1000,323730,8928,159,49930.765625,0.003184
